clip_name,spectral_centroid_mean,spectral_bandwidth_mean,spectral_flatness_mean,spectral_contrast_mean,rms_energy_mean,rms_energy_max,rms_energy_variance,rms_energy_percentile,onset_frames_mean,onset_times_mean,attack_time_mean,modulation_depth_mean,spectral_rolloff_mean,harmonic_mean,delay_presence,spectral_flux_mean,harmonic_distortion_ratio_mean,zero_crossing_rate_mean,stereo_width,mfcc2_mean,chroma_mean,vibrato_depth,reverb_tail_length_mean,dynamic_range,peak_to_rms_ratio_mean
American_Idiot_guitar.mp3_1,1972.822105337716,1447.8520556387882,0.00020028063,19.325647514482572,0.08614351,0.15471143,0.0004336823,0.09781707,667.3650793650794,7.748093438433575,0.005532879818594104,1447.8520556387882,3474.862321316273,47.688343,5202.468,0.9034949,1.769394,0.0773385346120356,0.1312684,244.50371,0.51064813,3.0908995,3474.862321316273,0.15462382,14975.009842166402
American_Idiot_guitar.mp3_2,1997.503904071098,1442.6501470948563,0.00034548104,19.27375149035844,0.08764719,0.12871906,0.00042303672,0.09867058,641.5873015873016,7.448814022963683,0.018367346938775512,1442.6501470948563,3508.7121166311917,48.136845,5363.2676,0.90651476,3.7053998,0.07881282652863777,0.004369082,249.25084,0.49327952,4.2243204,3508.7121166311917,0.12864211,14592.594006294561
American_Idiot_guitar.mp3_3,1953.9229949854323,1488.1792637469266,0.0006102629,19.124238940386935,0.08042567,0.12516765,0.0006653839,0.09502434,649.8474576271186,7.544714247280833,0.00582766439909297,1488.1792637469266,3425.4126203318497,43.135002,4722.0957,0.91363716,2.0290034,0.07486953971555728,0.27501124,240.24135,0.5137552,4.535073,3425.4126203318497,0.12509032,16039.653069437249
American_Idiot_guitar.mp3_4,1927.0243164894594,1424.784010134987,0.00028826267,18.81562643247856,0.07136281,0.11084398,0.00041156125,0.082090855,618.875,7.185124716553288,0.01961451247165533,1424.784010134987,3282.0301540126743,37.666515,3644.2393,0.97755784,3.691485,0.07561481109713622,0.08087633,247.04613,0.5237361,6.6356087,3282.0301540126743,0.11076596,18062.628073151875
American_Idiot_guitar.mp3_5,2071.5815209148795,1514.6688590224735,1.41250375e-05,19.915501389902822,0.10863334,0.15214781,0.00021844794,0.118396476,664.8846153846154,7.719295307866737,6.802721088435374e-05,1514.6688590224735,3764.360570759965,61.599552,7953.633,0.91886425,2.0903852,0.081063379813274,0.11450078,239.27782,0.47178456,1.704907,3764.360570759965,0.095525205,11607.85372539157
American_Idiot_guitar.mp3_6,1921.3979645931136,1424.1642976380804,0.0002912881,18.796031855541603,0.07113484,0.11079754,0.0004093516,0.08151504,614.6964285714286,7.13661159701976,0.021564625850340136,1424.1642976380804,3270.063559706366,37.51114,3621.6042,0.9737324,3.6632035,0.0753230517124613,0.036127288,247.27422,0.5234401,6.6680994,3270.063559706366,0.11071799,18134.571072519277
angry_guitar.mp3_1,2337.8937454897623,2193.7589886999826,0.0039000656,19.028969857310923,0.059798844,0.14133012,0.0025349723,0.10247419,582.6071428571429,6.764055717525105,0.0033333333333333335,2193.7589886999826,4354.807000411184,30.807747,4044.0293,0.7620851,4.538126,0.07744775541795666,0.12972155,159.60803,0.47070497,8.37486,4354.807000411184,0.14127257,20284.669216732753
angry_guitar.mp3_2,1881.0561669785047,1456.598343467184,6.4475644e-06,20.418374159353444,0.1742041,0.2722967,0.00086527894,0.19487634,632.5590062111801,7.343995718370164,6.802721088435374e-05,1456.598343467184,3403.3294205326047,94.23535,20656.352,0.8323358,2.0809925,0.07001771720201239,0.31600177,234.56284,0.35810992,1.1315731,3403.3294205326047,0.16267072,7267.337102502514
angry_guitar.mp3_3,1895.5211036634678,1492.5651216998226,2.6574064e-05,20.097765919937963,0.14229874,0.23553711,0.00064798887,0.15987389,643.2033898305085,7.4675767708213225,0.0023356009070294786,1492.5651216998226,3380.2295602142995,74.84141,13831.205,0.8735079,2.13221,0.07001582756869196,0.021104869,230.82677,0.38348237,1.6526139,3380.2295602142995,0.17933832,8917.857172955926
angry_guitar.mp3_4,1862.3335938740452,1505.2234778636569,7.329487e-06,20.09356586666618,0.15543334,0.26169372,0.0011503126,0.18013062,671.7333333333333,7.798808767951625,0.007845804988662131,1505.2234778636569,3386.529522119292,80.05788,16754.857,0.872336,2.4136384,0.06579400880417957,0.37707892,227.74501,0.4475179,1.9818496,3386.529522119292,0.21111232,8299.37683180717
angry_guitar.mp3_5,1918.6841323702374,1646.1457328144688,0.00090341404,19.437935667225275,0.056731977,0.13936305,0.0009060089,0.069526486,639.8823529411765,7.429019607843138,0.02414965986394558,1646.1457328144688,3435.5625589565598,28.318127,2728.4922,0.8131403,2.3693717,0.06778454854392414,0.17007615,208.10182,0.47644374,3.239424,3435.5625589565598,0.1392949,21134.461309524006
angry_guitar.mp3_6,1932.8403384975538,1481.6616154070814,8.979618e-06,20.453531590861395,0.17772216,0.27248245,0.0007413402,0.19650748,667.7515923566879,7.752580845501683,6.802721088435374e-05,1481.6616154070814,3489.478899598491,97.91199,21399.41,0.8412568,2.053526,0.07328451528637771,0.35144347,232.64374,0.36309445,1.1296803,3489.478899598491,0.1570102,7258.52038106328
